0.3	0.012	-0.000844894	-0.00447582	-3.12313	-0.000935298	0.0050435	0.00104581	0.00419731	0.0223105	0.0122447	-0.001	0.005	0
0.3	0.012	-0.00979555	-0.0038063	-3.12726	-0.0205795	0.0411624	-0.0147826	0.00270571	0.0200646	-0.0812042	0.001	0.039	0.022
0.3	0.012	-0.0096599	-0.00409592	-3.12726	-0.0188773	0.0411867	-0.016181	-0.0112945	-0.000539858	-0.102569	0.001	0.039	0.022
0.3	0.012	-0.00950659	-0.0043444	-3.12725	-0.0171285	0.0408235	-0.0188953	0.000520859	-0.0112426	-0.108615	0.001	0.032	0.043
0.3	0.012	-0.00938256	-0.00453551	-3.12732	-0.0153936	0.040631	-0.0229513	0.00380809	0.0130455	-0.109498	0.001	0.032	0.043
0.3	0.012	-0.0093453	-0.00465914	-3.12732	-0.0140601	0.0402925	-0.0288019	0.00197969	0.0196273	-0.0995394	0.001	0.032	0.043
0.3	0.012	-0.00938594	-0.00476148	-3.12724	-0.0125275	0.040162	-0.0317362	0.0204443	0.0352274	-0.0760527	0.001	0.032	0.043
0.3	0.012	-0.00931901	-0.00480405	-3.12669	-0.0112274	0.0404902	-0.0340267	-0.0176894	0.0547256	-0.0488834	0.001	0.032	0.043
0.3	0.012	-0.00793953	-0.00421408	-3.12483	-0.00911682	0.0415782	-0.0328315	0.00180172	0.062402	0.00393402	-0.004	0.031	0.019
0.3	0.012	-0.00793953	-0.00421408	-3.12483	-0.00911682	0.0415782	-0.0328315	0.00180172	0.062402	0.00393402	-0.004	0.031	0.019
0.3	0.012	-0.00665916	-0.00368553	-3.12466	-0.00836543	0.0418706	-0.0292152	0.0108234	0.0451565	0.0110143	-0.004	0.031	0.019
0.3	0.012	-0.00530744	-0.00319482	-3.12454	-0.00771595	0.0417086	-0.0281543	-0.00437326	0.0195146	0.0291117	-0.004	0.031	0.019
0.3	0.012	-0.00408234	-0.00277228	-3.12438	-0.00745795	0.0410876	-0.0284911	-0.0244122	0.000193808	0.05929	-0.004	0.031	0.019
0.3	0.012	-0.00305651	-0.00244384	-3.12421	-0.00741346	0.0401016	-0.026066	-0.0293333	-0.0203823	0.0660805	-0.005	0.029	0.03
0.3	0.012	-0.00219487	-0.00215512	-3.12411	-0.00743969	0.0385395	-0.0251918	-0.0239617	-0.047594	0.0500573	-0.005	0.029	0.03
0.3	0.012	-0.00140051	-0.0018382	-3.1241	-0.00746448	0.0365896	-0.0246682	-0.0168498	-0.065925	0.0462288	-0.005	0.029	0.03
0.3	0.012	-0.000666731	-0.00149284	-3.12405	-0.00740936	0.0342271	-0.0234362	-0.0101783	-0.0802676	0.0454789	-0.005	0.029	0.03
0.3	0.012	-6.5514e-05	-0.00117609	-3.12409	-0.00727494	0.0317862	-0.0238897	-0.0105394	-0.0834368	0.0549208	-0.005	0.029	0.03
0.3	0.012	0.000733808	-0.000632152	-3.1242	-0.0061934	0.0261493	-0.0226864	0.0158017	-0.0962474	0.121323	0.017	0.015	0.03
0.3	0.012	0.000733808	-0.000632152	-3.1242	-0.0061934	0.0261493	-0.0226864	0.0158017	-0.0962474	0.121323	0.017	0.015	0.03
0.3	0.012	0.000954253	-0.000306958	-3.12433	-0.00423785	0.0235419	-0.0199129	0.0189284	-0.0701607	0.268262	0.017	0.015	0.03
0.3	0.012	0.00107136	9.04857e-05	-3.12449	-0.00215234	0.0209925	-0.0145232	0.0244321	-0.0807895	0.40974	0.017	0.015	0.03
0.3	0.012	0.00113746	0.000471453	-3.12473	-0.000148834	0.018183	-0.0092474	0.0189291	-0.0972928	0.561434	0.017	0.015	0.03
0.3	0.012	0.00124224	0.000745639	-3.12492	0.00202933	0.0151199	0.00060766	0.0286399	-0.0986945	0.671275	0.012	0.004	-0.02
0.3	0.012	0.00130215	0.000958682	-3.12517	0.0039309	0.012407	0.0150002	0.0222856	-0.0795608	0.731347	0.012	0.004	-0.02
0.3	0.012	0.00124057	0.00104376	-3.12545	0.00514265	0.0100096	0.0335551	0.0207656	-0.0748679	0.763122	0.012	0.004	-0.02
