0	-0.000335362	-0.0650159	-0.000688061	-0.038	-0.054
0	-0.000266678	-0.0644367	0.0037547	-0.038	-0.054
0	-0.000217483	-0.0574274	-0.00128027	-0.038	-0.054
0	-0.000235856	-0.0500197	-0.0210337	-0.038	-0.054
0	-0.000283366	-0.0442492	-0.0467723	-0.041	-0.062
0	-0.000304052	-0.0413153	-0.0563504	-0.041	-0.062
0	-0.000364469	-0.0392716	-0.0555932	-0.041	-0.062
0	-0.00048222	-0.0375136	-0.0599492	-0.041	-0.062
0	-0.000936196	-0.0333117	-0.0182788	-0.041	-0.062
0	-0.000936196	-0.0333117	-0.0182788	-0.041	-0.07
0	-0.0012597	-0.031913	-0.0202652	-0.041	-0.07
0	-0.00157521	-0.0312029	-0.0344637	-0.041	-0.07
0	-0.00185458	-0.0328191	-0.0434721	-0.041	-0.07
0	-0.00234145	-0.0372124	-0.0507732	-0.041	-0.07
0	-0.00234145	-0.0372124	-0.0507732	-0.041	-0.091
0	-0.00269347	-0.0405527	-0.0603524	-0.041	-0.091
0	-0.00311049	-0.0443566	-0.0671629	-0.041	-0.091
0	-0.00354943	-0.0482122	-0.0683767	-0.041	-0.091
0	-0.00370694	-0.0551508	-0.0239644	-0.041	-0.091
0	-0.00370694	-0.0551508	-0.0239644	-0.038	-0.097
0	-0.00322906	-0.0578161	-0.00561012	-0.038	-0.097
0	-0.00271308	-0.0603084	-0.00177724	-0.038	-0.097
0	-0.00244211	-0.0625925	0.0126053	-0.038	-0.097
0	-0.00236728	-0.0649136	-0.0016973	-0.051	-0.107
0	-0.00230339	-0.0675745	-0.0160488	-0.051	-0.107
0	-0.00213259	-0.0703969	-0.0321596	-0.051	-0.107
0	-0.001832	-0.0734264	-0.0376395	-0.051	-0.107
0	-0.00156706	-0.076529	-0.0460083	-0.051	-0.107
0	-0.00148069	-0.083385	-0.0535005	-0.051	-0.107
0	-0.00148069	-0.083385	-0.0535005	-0.051	-0.126
0	-0.00140713	-0.0873421	-0.0579736	-0.051	-0.126
0	-0.00122588	-0.0912185	-0.0491828	-0.051	-0.126
0	-0.00103988	-0.0950663	-0.0448899	-0.051	-0.126
0	-0.00086202	-0.101496	0.000333375	-0.051	-0.126
0	-0.00086202	-0.101496	0.000333375	-0.05	-0.126
0	-0.000795693	-0.10416	-0.0332712	-0.05	-0.126
0	-0.000708304	-0.106932	-0.0286197	-0.05	-0.126
0	-0.000615279	-0.109403	-0.0190635	-0.05	-0.126
0	-0.000482459	-0.114296	-0.0271404	-0.05	-0.126
0	-0.000482459	-0.114296	-0.0271404	-0.039	-0.1
0	-0.000435102	-0.115326	-0.0342799	-0.039	-0.1
0	-0.000404148	-0.116187	-0.0547801	-0.039	-0.1
0	-0.000363303	-0.117254	-0.0621959	-0.039	-0.1
0	-0.000324241	-0.119505	-0.0616829	-0.039	-0.1
0	-0.000324241	-0.119505	-0.0616829	-0.047	-0.125
0	-0.000432986	-0.122496	-0.0299169	-0.047	-0.125
0	-0.000432986	-0.122496	-0.0299169	-0.047	-0.125
0	-0.00045996	-0.125717	-0.0535709	-0.047	-0.125
0	-0.00045996	-0.125717	-0.0535709	-0.047	-0.125
0	-0.000446133	-0.127749	-0.0626844	-0.05	-0.141
0	-0.000495126	-0.130111	-0.0506869	-0.05	-0.141
4	-0.000592958	-0.132302	-0.0414829	-0.05	-0.141
4	-0.000652778	-0.134597	-0.0531421	-0.05	-0.141
4	-0.000588936	-0.139852	-0.0639767	-0.05	-0.141
4	-0.000588936	-0.139852	-0.0639767	-0.032	-0.113
4	-0.000556417	-0.14092	-0.0802443	-0.032	-0.113
4	-0.00055618	-0.141581	-0.0831534	-0.032	-0.113
4	-0.000699692	-0.142292	-0.090584	-0.032	-0.113
4	-0.00861903	-0.143076	-0.00628181	-0.032	-0.113
4	-0.00861903	-0.143076	-0.00628181	-0.039	-0.13
4	-0.0173318	-0.140982	0.131294	-0.039	-0.13
4	-0.0257619	-0.13606	0.272067	-0.039	-0.13
4	-0.0319384	-0.12922	0.33739	-0.039	-0.13
4	-0.0404626	-0.114091	0.364853	-0.039	-0.13
4	-0.0404626	-0.114091	0.364853	-0.045	-0.128
4	-0.0451338	-0.107276	0.362961	-0.045	-0.128
4	-0.0500521	-0.10049	0.390483	-0.045	-0.128
4	-0.0542756	-0.0925689	0.456759	-0.045	-0.128
4	-0.0595748	-0.0745436	0.501263	-0.045	-0.128
4	-0.0595748	-0.0745436	0.501263	-0.046	-0.092
4	-0.0615192	-0.0653162	0.499953	-0.046	-0.092
4	-0.0634983	-0.0561078	0.50641	-0.046	-0.092
4	-0.0654047	-0.0465502	0.527688	-0.046	-0.092
4	-0.0679755	-0.0253119	0.587709	-0.046	-0.092
4	-0.0679755	-0.0253119	0.587709	-0.042	-0.012
4	-0.0686904	-0.0131619	0.577907	-0.042	-0.012
4	-0.0692693	-0.000793448	0.574384	-0.042	-0.012
4	-0.0698928	0.0117032	0.586201	-0.042	-0.012
4	-0.0708624	0.0379256	0.628586	-0.042	-0.012
4	-0.0708624	0.0379256	0.628586	-0.032	0.059
4	-0.0710359	0.052102	0.639505	-0.032	0.059
4	-0.071112	0.0666873	0.651762	-0.032	0.059
4	-0.0712321	0.0814535	0.657953	-0.032	0.059
4	-0.0715126	0.110395	0.641104	-0.032	0.059
4	-0.0715126	0.110395	0.641104	-0.02	0.12
4	-0.071476	0.124628	0.656153	-0.02	0.12
4	-0.0714127	0.138671	0.647183	-0.02	0.12
4	-0.0713922	0.152545	0.641582	-0.02	0.12
4	-0.0713499	0.180281	0.644623	-0.02	0.12
4	-0.0713499	0.180281	0.644623	0.004	0.205
4	-0.0712964	0.194926	0.638148	0.004	0.205
4	-0.0711728	0.209666	0.634646	0.004	0.205
4	-0.0710727	0.224016	0.603698	0.004	0.205
4	-0.0711343	0.252132	0.601769	0.004	0.205
4	-0.0711343	0.252132	0.601769	0.045	0.261
4	-0.0711295	0.265717	0.61514	0.045	0.261
4	-0.0710418	0.279407	0.6266	0.045	0.261
4	-0.070894	0.293184	0.627086	0.045	0.261
4	-0.0707742	0.306741	0.609941	0.043	0.315
4	-0.0706957	0.320127	0.610182	0.043	0.315
4	-0.0706088	0.333062	0.616926	0.043	0.315
4	-0.0704636	0.345818	0.596677	0.043	0.315
4	-0.0702358	0.358167	0.587266	0.043	0.315
4	-0.0698436	0.383193	0.597659	0.043	0.315
4	-0.0698436	0.383193	0.597659	0.04	0.362
4	-0.0697712	0.394663	0.58616	0.04	0.362
4	-0.0697478	0.405911	0.591118	0.04	0.362
4	-0.0697629	0.417145	0.591303	0.04	0.362
4	-0.0697274	0.440241	0.610601	0.04	0.362
4	-0.0697274	0.440241	0.610601	0.036	0.414
4	-0.0696433	0.451103	0.57538	0.036	0.414
4	-0.0695582	0.461176	0.544818	0.036	0.414
4	-0.0695078	0.470828	0.530314	0.036	0.414
4	-0.0694847	0.489791	0.544971	0.036	0.414
4	-0.0694847	0.489791	0.544971	0.042	0.483
4	-0.0695191	0.511854	0.558353	0.042	0.483
4	-0.0695191	0.511854	0.558353	0.042	0.483
4	-0.0694382	0.523126	0.560419	0.042	0.483
4	-0.0694265	0.534509	0.567101	0.042	0.483
4	-0.0695224	0.545496	0.527018	0.05	0.532
4	-0.0696	0.555542	0.510951	0.05	0.532
4	-0.0696084	0.565596	0.526348	0.05	0.532
4	-0.0695169	0.575782	0.525033	0.05	0.532
4	-0.0694198	0.585719	0.511118	0.05	0.532
4	-0.0694219	0.595465	0.505046	0.059	0.564
0	-0.0695084	0.604392	0.508133	0.059	0.564
0	-0.0696179	0.613365	0.522702	0.059	0.564
0	-0.0696602	0.622527	0.53196	0.059	0.564
0	-0.0696127	0.631675	0.522756	0.059	0.564
0	-0.0695212	0.6405	0.511593	0.059	0.608
0	-0.0694658	0.649572	0.526623	0.059	0.608
0	-0.0693775	0.659036	0.553385	0.059	0.608
0	-0.0674146	0.668932	0.565552	0.059	0.608
0	-0.0615265	0.67829	0.505253	0.059	0.608
0	-0.0527873	0.685288	0.350717	0.069	0.675
0	-0.044275	0.689488	0.187036	0.069	0.675
0	-0.0379579	0.691743	0.113379	0.069	0.675
0	-0.0334479	0.693202	0.0900287	0.069	0.675
0	-0.0292767	0.694608	0.0927791	0.075	0.725
0	-0.0246223	0.696033	0.0888609	0.075	0.725
0	-0.0198291	0.699402	0.0694111	0.075	0.725
0	-0.0157255	0.701768	0.014559	0.075	0.725
0	-0.0126226	0.703294	-0.0232866	0.075	0.725
0	-0.0102894	0.704303	-0.0363662	0.075	0.725
0	-0.00824773	0.705107	-0.0546136	0.066	0.65
0	-0.00633721	0.701562	-0.0876939	0.066	0.65
0	-0.00460563	0.696019	-0.121389	0.066	0.65
0	-0.00315539	0.69012	-0.137206	0.066	0.65
0	-0.00212538	0.683459	-0.178841	0.066	0.65
0	-0.00137807	0.676224	-0.198601	0.067	0.647
0	-0.000783409	0.669859	-0.183699	0.067	0.647
0	-0.00029479	0.663881	-0.18405	0.067	0.647
0	0.000133074	0.657832	-0.184101	0.067	0.647
0	0.000490931	0.651881	-0.178392	0.067	0.647
0	0.000776231	0.646099	-0.16951	0.069	0.637
0	0.00100407	0.641375	-0.163983	0.069	0.637
0	0.00119568	0.637086	-0.161338	0.069	0.637
0	0.00134061	0.632724	-0.170207	0.069	0.637
0	0.00142891	0.628134	-0.178759	0.069	0.637
0	0.00142214	0.623548	-0.171712	0.066	0.621
0	0.00133636	0.619285	-0.177175	0.066	0.621
0	0.00123202	0.615122	-0.175097	0.066	0.621
0	0.00116036	0.611112	-0.166437	0.066	0.621
0	0.00109426	0.607069	-0.172518	0.066	0.621
0	0.000976758	0.603142	-0.160781	0.079	0.604
0	0.000844313	0.599654	-0.160156	0.079	0.604
0	0.000718454	0.596058	-0.166571	0.079	0.604
0	0.000628783	0.592272	-0.183879	0.079	0.604
0	0.000533823	0.588049	-0.201408	0.079	0.604
0	0.000404478	0.583608	-0.212739	0.082	0.598
0	0.000193095	0.579491	-0.213156	0.082	0.598
0	-4.3788e-05	0.575964	-0.184818	0.082	0.598
0	-0.000260854	0.572928	-0.164839	0.082	0.598
0	-0.000414669	0.570347	-0.147174	0.082	0.598
0	-0.000519532	0.567831	-0.151247	0.065	0.584
0	-0.000651387	0.565111	-0.16889	0.065	0.584
0	-0.000807884	0.562398	-0.169678	0.065	0.584
0	-0.000982939	0.559694	-0.175003	0.065	0.584
0	-0.00114712	0.55639	-0.205961	0.047	0.563
0	-0.00125335	0.553066	-0.193447	0.047	0.563
0	-0.00131894	0.549966	-0.170992	0.047	0.563
0	-0.00136314	0.547213	-0.152152	0.047	0.563
0	-0.00143484	0.545009	-0.11743	0.047	0.563
0	-0.00158493	0.543328	-0.102163	0.047	0.563
0	-0.00175486	0.541839	-0.0908083	0.05	0.554
0	-0.00187034	0.540471	-0.100845	0.05	0.554
0	-0.00192849	0.539081	-0.0964893	0.05	0.554
0	-0.00195263	0.537789	-0.0965035	0.05	0.554
0	-0.0019806	0.536448	-0.100264	0.05	0.554
0	-0.00202456	0.534923	-0.108967	0.072	0.566
0	-0.00207302	0.5343	-0.100708	0.072	0.566
0	-0.0020957	0.533883	-0.109016	0.072	0.566
0	-0.00207609	0.533323	-0.113601	0.072	0.566
0	-0.00208398	0.532696	-0.120282	0.072	0.566
0	-0.00207565	0.532057	-0.115894	0.057	0.534
0	-0.00204605	0.530196	-0.11822	0.057	0.534
0	-0.00196306	0.527802	-0.139722	0.057	0.534
0	-0.00189139	0.525099	-0.142957	0.057	0.534
0	-0.00184944	0.522349	-0.148048	0.057	0.534
0	-0.00183949	0.519858	-0.123658	0.071	0.519
0	-0.00176957	0.517376	-0.119098	0.071	0.519
0	-0.00167209	0.514747	-0.123196	0.071	0.519
0	-0.00164092	0.512115	-0.119896	0.071	0.519
0	-0.00163561	0.509424	-0.132509	0.071	0.519
0	-0.00171379	0.506144	-0.166554	0.061	0.513
0	-0.00183964	0.502863	-0.172316	0.061	0.513
0	-0.00190306	0.499732	-0.172594	0.061	0.513
0	-0.00190598	0.496655	-0.16676	0.061	0.513
0	-0.00190114	0.494041	-0.135376	0.061	0.513
0	-0.00193058	0.437112	-0.121068	0.05	0.492
0	-0.00200919	0.386515	-0.107141	0.05	0.492
0	-0.00209498	0.346349	-0.0850496	0.05	0.492
0	-0.00216775	0.310632	-0.098463	0.05	0.492
0	-0.00221497	0.278632	-0.101004	0.05	0.492
0	-0.00222866	0.249801	-0.121785	0.054	0.489
0	-0.00225313	0.229135	-0.127508	0.054	0.489
0	-0.00230062	0.216884	-0.123387	0.054	0.489
0	-0.00231905	0.205078	-0.138096	0.054	0.489
0	-0.00231472	0.193464	-0.153723	0.054	0.489
0	-0.00230232	0.182472	-0.151558	0.069	0.477
0	-0.00229869	0.174459	-0.150116	0.069	0.477
0	-0.00233825	0.168732	-0.12887	0.069	0.477
0	-0.00252	0.15834	-0.0991896	0.069	0.477
0	-0.00252	0.15834	-0.0991896	0.069	0.477
0	-0.00260688	0.153429	-0.0965507	0.06	0.46
0	-0.00267822	0.149906	-0.0952591	0.06	0.46
0	-0.00272992	0.147906	-0.0955986	0.06	0.46
0	-0.00273069	0.145372	-0.107906	0.06	0.46
0	-0.00268731	0.142392	-0.126645	0.06	0.46
0	-0.0026971	0.139171	-0.122392	0.061	0.456
0	-0.00266441	0.137136	-0.097335	0.061	0.456
0	-0.00260044	0.136739	-0.101699	0.061	0.456
0	-0.00257756	0.135616	-0.110006	0.061	0.456
0	-0.00268305	0.132435	-0.112586	0.061	0.456
0	-0.00268305	0.132435	-0.112586	0.06	0.447
0	-0.00273136	0.130932	-0.126615	0.06	0.447
0	-0.00278302	0.130604	-0.119955	0.06	0.447
0	-0.00284312	0.130317	-0.0876327	0.06	0.447
0	-0.00292348	0.128941	-0.110027	0.06	0.447
0	-0.00292348	0.128941	-0.110027	0.059	0.43
0	-0.00293549	0.127573	-0.127127	0.059	0.43
0	-0.00302424	0.127121	-0.134135	0.059	0.43
0	-0.00313041	0.126193	-0.135804	0.059	0.43
0	-0.0032021	0.125129	-0.122012	0.07	0.419
0	-0.00323087	0.124223	-0.103844	0.07	0.419
0	-0.00321533	0.12369	-0.0938491	0.07	0.419
0	-0.0032411	0.123756	-0.101076	0.07	0.419
0	-0.0033038	0.123377	-0.0988884	0.07	0.419
0	-0.0033707	0.122954	-0.0807945	0.07	0.419
