5	0.012	0.00287716	-0.00424988	-2.93184	0.00161419	-0.0044384	0.00249254	-0.0414125	0.0189872	0.0285722	0.004	0	-0.002
5	0.012	-0.00969655	-0.00673789	-2.93699	-0.0101378	0.00861675	-0.00544979	-0.0588979	-0.00095609	-0.0643717	-0.008	0.037	0.071
5	0.012	-0.00978535	-0.00690343	-2.93688	-0.0107777	0.0093852	-0.0122963	-0.0662147	-0.0312221	-0.0556832	-0.008	0.037	0.071
5	0.012	-0.00970274	-0.00694817	-2.9368	-0.01275	0.0116292	-0.0238855	-0.0471807	-0.0203904	-0.0583015	-0.008	0.037	0.071
5	0.012	-0.00970274	-0.00694817	-2.9368	-0.01275	0.0116292	-0.0238855	-0.0471807	-0.0203904	-0.0583015	-0.008	0.037	0.071
5	0.012	-0.00970965	-0.00688003	-2.93666	-0.0130642	0.012985	-0.0259163	-0.02431	-0.00659514	-0.0722525	-0.002	-0.024	-0.153
5	0.012	-0.00977851	-0.00683403	-2.93657	-0.0131802	0.0143591	-0.0299577	-0.0291529	-0.0148604	-0.0751802	-0.002	-0.024	-0.153
5	0.012	-0.00985269	-0.00679848	-2.93606	-0.0132257	0.0126818	-0.0358997	-0.0397835	-0.0287453	-0.0360832	-0.002	-0.024	-0.153
5	0.012	-0.00986378	-0.00678666	-2.93533	-0.01339	0.0102259	-0.028184	-0.0560886	-0.00299335	0.0241151	-0.002	-0.024	-0.153
5	0.012	-0.00982278	-0.00674602	-2.93459	-0.0138696	0.00838881	-0.0197566	-0.0694076	0.0242258	0.0699766	-0.002	-0.024	-0.153
5	0.012	-0.00980625	-0.00670873	-2.9337	-0.0145144	0.00670716	-0.0112064	-0.0775091	0.0169964	0.105206	-0.002	-0.024	-0.153
5	0.012	-0.00976327	-0.00666697	-2.93282	-0.0152669	0.00488905	-0.00115472	-0.0759048	0.0174522	0.118518	-0.001	-0.019	-0.13
5	0.012	-0.00966722	-0.006593	-2.93177	-0.0159516	0.00370683	0.00469591	-0.0760823	0.0382691	0.114994	-0.001	-0.019	-0.13
5	0.012	-0.00949615	-0.00628988	-2.92973	-0.0168528	0.00309328	0.01618	-0.0749191	0.0547409	0.0406123	-0.001	-0.019	-0.13
5	0.012	-0.00949615	-0.00628988	-2.92973	-0.0168528	0.00309328	0.01618	-0.0749191	0.0547409	0.0406123	-0.001	-0.019	-0.13
5	0.012	-0.00944077	-0.00614598	-2.92856	-0.0174712	0.00268951	0.020961	-0.0828015	0.0383426	0.0251448	-0.001	-0.019	-0.13
5	0.012	-0.00937919	-0.00601858	-2.92742	-0.0185151	0.0019187	0.029268	-0.104914	0.0239197	-0.00144408	-0.006	-0.005	-0.098
5	0.012	-0.00935235	-0.00594487	-2.9261	-0.0198479	0.00139995	0.0383795	-0.11116	0.0202995	-0.0149491	-0.006	-0.005	-0.098
5	0.012	-0.00938326	-0.00587139	-2.92487	-0.0209604	0.00126309	0.0448625	-0.0932717	0.0208131	-0.0351271	-0.006	-0.005	-0.098
5	0.012	-0.00943744	-0.00572535	-2.92363	-0.0218399	0.00125526	0.0491261	-0.0851321	0.0316004	-0.0408025	-0.006	-0.005	-0.098
