0.4	0	0.012	-0.00481715	0.000851985	-3.05581	0.00624747	0.00459762	0.00243229	0.0544539	0.0248012	-0.0311005	0.004	0.001	-0.004
0.399951	0.00628274	0.012	-0.00528706	-0.00382477	-3.05913	-0.0134202	0.0466782	-0.0263895	-0.0238439	0.0458104	0.0163534	-0.01	0.036	0.017
0.399803	0.0125639	0.012	-0.00525879	-0.00395229	-3.05918	-0.0133839	0.0473981	-0.0209648	-0.00808051	0.0462972	0.0188348	-0.01	0.036	0.017
0.399556	0.018842	0.012	-0.00514794	-0.00406223	-3.05912	-0.0132222	0.0481895	-0.0168077	-0.00908172	0.0531855	0.0261159	-0.01	0.036	0.017
0.399211	0.0251155	0.012	-0.00492686	-0.0041494	-3.05917	-0.0130927	0.0486713	-0.0150183	-0.0133667	0.0619338	0.0161409	-0.01	0.036	0.017
0.398767	0.0313827	0.012	-0.00464227	-0.00420751	-3.05917	-0.0130834	0.0490546	-0.0126252	-0.0141767	0.0568973	-0.000365403	-0.01	0.036	0.017
0.398225	0.0376422	0.012	-0.00434557	-0.00430861	-3.05908	-0.0132158	0.0493549	-0.0138424	-0.0327675	0.0466325	-0.012401	-0.011	0.036	0
0.397585	0.0438924	0.012	-0.00404489	-0.00459049	-3.0591	-0.0135601	0.0493156	-0.0162401	-0.0330405	0.0260958	-0.034239	-0.011	0.036	0
0.396846	0.0501318	0.012	-0.00352408	-0.00615749	-3.05898	-0.0138055	0.0488618	-0.0222346	-0.0338628	0.00421903	-0.0535806	-0.011	0.036	0
0.39601	0.0563588	0.012	-0.000945457	-0.0169092	-3.05876	-0.0164873	0.0465228	-0.027195	-0.131763	-0.0201854	-0.0269459	-0.011	0.036	0
0.395076	0.062572	0.012	-0.000945457	-0.0169092	-3.05876	-0.0164873	0.0465228	-0.027195	-0.131763	-0.0201854	-0.0269459	-0.011	0.036	0
0.394044	0.0687696	0.012	0.00065523	-0.0241809	-3.05859	-0.0199304	0.045193	-0.0283574	-0.225554	-0.0256663	0.0151569	-0.016	0.035	-0.001
0.392915	0.0749503	0.012	0.00208045	-0.0308167	-3.05858	-0.0252757	0.0437401	-0.0271278	-0.316184	-0.0406929	0.069556	-0.016	0.035	-0.001
0.39169	0.0811126	0.012	0.00328112	-0.0362203	-3.05848	-0.0320936	0.0420197	-0.0220577	-0.37867	-0.0437007	0.0861025	-0.016	0.035	-0.001
0.390367	0.0872548	0.012	0.00438896	-0.0404379	-3.05854	-0.039388	0.0407052	-0.0156886	-0.397633	-0.033091	0.0649588	-0.016	0.035	-0.001
0.388949	0.0933754	0.012	0.00656682	-0.0466561	-3.05852	-0.0540611	0.0370826	-0.00398896	-0.400576	-0.087847	0.0680086	-0.016	0.035	-0.001
0.387434	0.0994731	0.012	0.00656682	-0.0466561	-3.05852	-0.0540611	0.0370826	-0.00398896	-0.400576	-0.087847	0.0680086	-0.043	0.025	-0.021
0.385824	0.105546	0.012	0.00877846	-0.0508134	-3.0586	-0.0682197	0.0315824	0.00597834	-0.390812	-0.126456	0.0737532	-0.043	0.025	-0.021
0.384118	0.111593	0.012	0.00979417	-0.0521773	-3.05871	-0.0752526	0.0281419	0.00960239	-0.429628	-0.152862	0.0545168	-0.043	0.025	-0.021
0.382318	0.117613	0.012	0.00979417	-0.0521773	-3.05871	-0.0752526	0.0281419	0.00960239	-0.429628	-0.152862	0.0545168	-0.043	0.025	-0.021
0.380424	0.123603	0.012	0.0114125	-0.0535285	-3.05879	-0.0923393	0.0193294	0.0132919	-0.519701	-0.201409	0.042887	-0.043	0.025	-0.021
0.378435	0.129563	0.012	0.0114125	-0.0535285	-3.05879	-0.0923393	0.0193294	0.0132919	-0.519701	-0.201409	0.042887	-0.133	-0.009	-0.039
0.376354	0.135491	0.012	0.012057	-0.0535755	-3.05892	-0.101728	0.0145469	0.0129416	-0.532641	-0.211469	0.0118037	-0.133	-0.009	-0.039
0.374179	0.141386	0.012	0.0129346	-0.052338	-3.05903	-0.122564	0.00410719	0.00826969	-0.48452	-0.216074	-0.0240455	-0.133	-0.009	-0.039
0.371912	0.147246	0.012	0.0129346	-0.052338	-3.05903	-0.122564	0.00410719	0.00826969	-0.48452	-0.216074	-0.0240455	-0.133	-0.009	-0.039
0.369554	0.153069	0.012	0.0135842	-0.050026	-3.05916	-0.144219	-0.00778151	0.00612081	-0.447077	-0.232702	-0.0389622	-0.133	-0.009	-0.039
0.367104	0.158855	0.012	0.0135842	-0.050026	-3.05916	-0.144219	-0.00778151	0.00612081	-0.447077	-0.232702	-0.0389622	-0.187	-0.047	-0.046
0.364563	0.164601	0.012	0.0139081	-0.0487125	-3.05932	-0.154359	-0.0136756	0.0063867	-0.417487	-0.221969	-0.0299593	-0.187	-0.047	-0.046
0.361933	0.170307	0.012	0.0141785	-0.0472826	-3.05935	-0.163878	-0.0192661	0.00971053	-0.390302	-0.199025	-0.0285447	-0.187	-0.047	-0.046
0.359213	0.175971	0.012	0.0144758	-0.0457859	-3.05951	-0.173124	-0.0253918	0.0141685	-0.367269	-0.213606	-0.0269815	-0.187	-0.047	-0.046
0.356405	0.181591	0.012	0.0148044	-0.0442681	-3.05966	-0.181899	-0.0319436	0.0207366	-0.343031	-0.236324	-0.0370228	-0.187	-0.047	-0.046
0.353509	0.187167	0.012	0.0151651	-0.0428021	-3.05967	-0.190299	-0.0388485	0.0267469	-0.329364	-0.245268	-0.0454441	-0.203	-0.076	-0.025
